# algorithm	order	size	timeNs
DualPivotQuicksort(pivot: THIRDS)	ascending	2097152	15881792
DualPivotQuicksort(pivot: THIRDS)	ascending	4194304	35541833
DualPivotQuicksort(pivot: THIRDS)	ascending	8388608	70014042
DualPivotQuicksort(pivot: THIRDS)	ascending	16777216	148625584
DualPivotQuicksort(pivot: THIRDS)	ascending	33554432	304821375
DualPivotQuicksort(pivot: THIRDS)	ascending	67108864	639149416
DualPivotQuicksort(pivot: THIRDS)	ascending	134217728	1354875875
DualPivotQuicksort(pivot: THIRDS)	ascending	268435456	2663757292
DualPivotQuicksort(pivot: THIRDS)	descending	1024	14250
DualPivotQuicksort(pivot: THIRDS)	descending	2048	16958
DualPivotQuicksort(pivot: THIRDS)	descending	4096	25208
DualPivotQuicksort(pivot: THIRDS)	descending	8192	53125
DualPivotQuicksort(pivot: THIRDS)	descending	16384	93667
DualPivotQuicksort(pivot: THIRDS)	descending	32768	176458
DualPivotQuicksort(pivot: THIRDS)	descending	65536	410000
DualPivotQuicksort(pivot: THIRDS)	descending	131072	814041
DualPivotQuicksort(pivot: THIRDS)	descending	262144	1644916
DualPivotQuicksort(pivot: THIRDS)	descending	524288	4099542
DualPivotQuicksort(pivot: THIRDS)	descending	1048576	7728542
DualPivotQuicksort(pivot: THIRDS)	descending	2097152	15937750
DualPivotQuicksort(pivot: THIRDS)	descending	4194304	34824041
DualPivotQuicksort(pivot: THIRDS)	descending	8388608	70150000
DualPivotQuicksort(pivot: THIRDS)	descending	16777216	147785625
DualPivotQuicksort(pivot: THIRDS)	descending	33554432	302440125
DualPivotQuicksort(pivot: THIRDS)	descending	67108864	647800542
DualPivotQuicksort(pivot: THIRDS)	descending	134217728	1338663375
DualPivotQuicksort(pivot: THIRDS)	descending	268435456	2737043208
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	1024	28334
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	2048	67542
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	4096	130875
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	8192	273875
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	16384	615250
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	32768	1236625
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	65536	2708708
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	131072	5779042
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	262144	11909250
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	524288	25415917
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	1048576	53904666
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	2097152	113879417
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	4194304	236747500
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	8388608	500197959
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	16777216	1039252875
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	33554432	2158563125
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	67108864	4596776375
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	134217728	9618561916
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	268435456	19600269084
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	1024	9125
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	2048	15042
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	4096	31625
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	8192	60666
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	16384	134750
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	32768	270458
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	65536	615834
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	131072	1225250
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	262144	2652875
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	524288	6085917
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	1048576	13960416
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	2097152	27356625
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	4194304	59242666
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	8388608	117850916
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	16777216	245195792
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	33554432	486998250
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	67108864	1086789958
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	134217728	2278097375
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	268435456	4510019042
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	1024	9583
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	2048	19000
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	4096	26541
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	8192	67833
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	16384	148125
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	32768	257583
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	65536	655292
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	131072	1250500
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	262144	2619084
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	524288	5820083
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	1048576	11986542
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	2097152	25600833
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	4194304	58322333
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	8388608	115688500
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	16777216	247582167
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	33554432	492489958
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	67108864	1087778833
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	134217728	2261475791
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	268435456	4557470833
JavaArraysSort	random	1024	44167
JavaArraysSort	random	2048	55792
JavaArraysSort	random	4096	107208
JavaArraysSort	random	8192	223458
JavaArraysSort	random	16384	450875
JavaArraysSort	random	32768	991916
JavaArraysSort	random	65536	2040084
JavaArraysSort	random	131072	4281458
JavaArraysSort	random	262144	8944959
JavaArraysSort	random	524288	19069166
JavaArraysSort	random	1048576	41205791
JavaArraysSort	random	2097152	86429042
JavaArraysSort	random	4194304	177554375
JavaArraysSort	random	8388608	381664458
JavaArraysSort	random	16777216	788827750
JavaArraysSort	random	33554432	1674275750
JavaArraysSort	random	67108864	3410446709
JavaArraysSort	random	134217728	7126433625
JavaArraysSort	random	268435456	14763873958
JavaArraysSort	ascending	1024	3042
JavaArraysSort	ascending	2048	3000
JavaArraysSort	ascending	4096	2375
JavaArraysSort	ascending	8192	2833
JavaArraysSort	ascending	16384	5083
JavaArraysSort	ascending	32768	6417
JavaArraysSort	ascending	65536	10291
JavaArraysSort	ascending	131072	26750
JavaArraysSort	ascending	262144	39458
JavaArraysSort	ascending	524288	74333
JavaArraysSort	ascending	1048576	128750
JavaArraysSort	ascending	2097152	314000
JavaArraysSort	ascending	4194304	615125
JavaArraysSort	ascending	8388608	984333
JavaArraysSort	ascending	16777216	2378333
JavaArraysSort	ascending	33554432	3997000
JavaArraysSort	ascending	67108864	7930875
JavaArraysSort	ascending	134217728	19103917
JavaArraysSort	ascending	268435456	36596708
JavaArraysSort	descending	1024	2917
JavaArraysSort	descending	2048	3334
JavaArraysSort	descending	4096	3208
JavaArraysSort	descending	8192	6291
JavaArraysSort	descending	16384	8416
JavaArraysSort	descending	32768	15167
JavaArraysSort	descending	65536	27833
JavaArraysSort	descending	131072	50791
JavaArraysSort	descending	262144	99958
JavaArraysSort	descending	524288	197083
JavaArraysSort	descending	1048576	385125
JavaArraysSort	descending	2097152	720416
JavaArraysSort	descending	4194304	1687583
JavaArraysSort	descending	8388608	3069625
JavaArraysSort	descending	16777216	6336625
JavaArraysSort	descending	33554432	12765792
JavaArraysSort	descending	67108864	25263500
JavaArraysSort	descending	134217728	49443833
JavaArraysSort	descending	268435456	104040584
QuicksortVariant1(pivot: RIGHT)	random	1024	35083
QuicksortVariant1(pivot: RIGHT)	random	2048	63458
QuicksortVariant1(pivot: RIGHT)	random	4096	151334
QuicksortVariant1(pivot: RIGHT)	random	8192	308084
QuicksortVariant1(pivot: RIGHT)	random	16384	590625
QuicksortVariant1(pivot: RIGHT)	random	32768	1214250
QuicksortVariant1(pivot: RIGHT)	random	65536	2671041
QuicksortVariant1(pivot: RIGHT)	random	131072	5564375
QuicksortVariant1(pivot: RIGHT)	random	262144	11855417
QuicksortVariant1(pivot: RIGHT)	random	524288	24663000
QuicksortVariant1(pivot: RIGHT)	random	1048576	50574416
QuicksortVariant1(pivot: RIGHT)	random	2097152	106203250
QuicksortVariant1(pivot: RIGHT)	random	4194304	222052500
QuicksortVariant1(pivot: RIGHT)	random	8388608	465513250
QuicksortVariant1(pivot: RIGHT)	random	16777216	960947583
QuicksortVariant1(pivot: RIGHT)	random	33554432	1963670625
QuicksortVariant1(pivot: RIGHT)	random	67108864	4129341125
QuicksortVariant1(pivot: RIGHT)	random	134217728	8586294167
QuicksortVariant1(pivot: RIGHT)	random	268435456	17681102416
QuicksortVariant1(pivot: RIGHT)	ascending	1024	264875
QuicksortVariant1(pivot: RIGHT)	ascending	2048	747166
QuicksortVariant1(pivot: RIGHT)	ascending	4096	2954833
QuicksortVariant1(pivot: RIGHT)	ascending	8192	11934292
QuicksortVariant1(pivot: RIGHT)	ascending	16384	46615833
QuicksortVariant1(pivot: RIGHT)	ascending	32768	SOE
QuicksortVariant1(pivot: RIGHT)	descending	1024	153833
QuicksortVariant1(pivot: RIGHT)	descending	2048	717667
QuicksortVariant1(pivot: RIGHT)	descending	4096	2927625
QuicksortVariant1(pivot: RIGHT)	descending	8192	8084750
QuicksortVariant1(pivot: RIGHT)	descending	16384	45059000
QuicksortVariant1(pivot: RIGHT)	descending	32768	SOE
QuicksortVariant1(pivot: MIDDLE)	random	1024	43292
QuicksortVariant1(pivot: MIDDLE)	random	2048	74708
QuicksortVariant1(pivot: MIDDLE)	random	4096	142458
QuicksortVariant1(pivot: MIDDLE)	random	8192	291209
QuicksortVariant1(pivot: MIDDLE)	random	16384	591584
QuicksortVariant1(pivot: MIDDLE)	random	32768	1334958
QuicksortVariant1(pivot: MIDDLE)	random	65536	2691375
QuicksortVariant1(pivot: MIDDLE)	random	131072	5631625
QuicksortVariant1(pivot: MIDDLE)	random	262144	11888959
QuicksortVariant1(pivot: MIDDLE)	random	524288	24601958
QuicksortVariant1(pivot: MIDDLE)	random	1048576	51322750
QuicksortVariant1(pivot: MIDDLE)	random	2097152	108875750
QuicksortVariant1(pivot: MIDDLE)	random	4194304	226589542
QuicksortVariant1(pivot: MIDDLE)	random	8388608	480844625
QuicksortVariant1(pivot: MIDDLE)	random	16777216	997091375
QuicksortVariant1(pivot: MIDDLE)	random	33554432	2041508042
QuicksortVariant1(pivot: MIDDLE)	random	67108864	4139841125
QuicksortVariant1(pivot: MIDDLE)	random	134217728	8657774917
QuicksortVariant1(pivot: MIDDLE)	random	268435456	17719855625
QuicksortVariant1(pivot: MIDDLE)	ascending	1024	9167
QuicksortVariant1(pivot: MIDDLE)	ascending	2048	14375
QuicksortVariant1(pivot: MIDDLE)	ascending	4096	26125
QuicksortVariant1(pivot: MIDDLE)	ascending	8192	44875
QuicksortVariant1(pivot: MIDDLE)	ascending	16384	86459
QuicksortVariant1(pivot: MIDDLE)	ascending	32768	180416
QuicksortVariant1(pivot: MIDDLE)	ascending	65536	376250
QuicksortVariant1(pivot: MIDDLE)	ascending	131072	788250
QuicksortVariant1(pivot: MIDDLE)	ascending	262144	1630958
QuicksortVariant1(pivot: MIDDLE)	ascending	524288	3339667
QuicksortVariant1(pivot: MIDDLE)	ascending	1048576	7269167
QuicksortVariant1(pivot: MIDDLE)	ascending	2097152	14366041
QuicksortVariant1(pivot: MIDDLE)	ascending	4194304	30250792
QuicksortVariant1(pivot: MIDDLE)	ascending	8388608	63303791
QuicksortVariant1(pivot: MIDDLE)	ascending	16777216	127818208
QuicksortVariant1(pivot: MIDDLE)	ascending	33554432	266995166
QuicksortVariant1(pivot: MIDDLE)	ascending	67108864	543557375
QuicksortVariant1(pivot: MIDDLE)	ascending	134217728	1152014416
QuicksortVariant1(pivot: MIDDLE)	ascending	268435456	2241558667
QuicksortVariant1(pivot: MIDDLE)	descending	1024	9958
QuicksortVariant1(pivot: MIDDLE)	descending	2048	18000
QuicksortVariant1(pivot: MIDDLE)	descending	4096	25750
QuicksortVariant1(pivot: MIDDLE)	descending	8192	54083
QuicksortVariant1(pivot: MIDDLE)	descending	16384	94750
QuicksortVariant1(pivot: MIDDLE)	descending	32768	209125
QuicksortVariant1(pivot: MIDDLE)	descending	65536	401375
QuicksortVariant1(pivot: MIDDLE)	descending	131072	825208
QuicksortVariant1(pivot: MIDDLE)	descending	262144	1797125
QuicksortVariant1(pivot: MIDDLE)	descending	524288	3858792
QuicksortVariant1(pivot: MIDDLE)	descending	1048576	7320541
QuicksortVariant1(pivot: MIDDLE)	descending	2097152	15441375
QuicksortVariant1(pivot: MIDDLE)	descending	4194304	32509750
QuicksortVariant1(pivot: MIDDLE)	descending	8388608	69518583
QuicksortVariant1(pivot: MIDDLE)	descending	16777216	139908625
QuicksortVariant1(pivot: MIDDLE)	descending	33554432	290140250
QuicksortVariant1(pivot: MIDDLE)	descending	67108864	594986209
QuicksortVariant1(pivot: MIDDLE)	descending	134217728	1232742791
QuicksortVariant1(pivot: MIDDLE)	descending	268435456	2521151458
QuicksortVariant1(pivot: MEDIAN3)	random	1024	38375
QuicksortVariant1(pivot: MEDIAN3)	random	2048	82416
QuicksortVariant1(pivot: MEDIAN3)	random	4096	159208
QuicksortVariant1(pivot: MEDIAN3)	random	8192	328666
QuicksortVariant1(pivot: MEDIAN3)	random	16384	651875
QuicksortVariant1(pivot: MEDIAN3)	random	32768	1337000
QuicksortVariant1(pivot: MEDIAN3)	random	65536	2817541
QuicksortVariant1(pivot: MEDIAN3)	random	131072	5915375
QuicksortVariant1(pivot: MEDIAN3)	random	262144	12494917
QuicksortVariant1(pivot: MEDIAN3)	random	524288	26286583
QuicksortVariant1(pivot: MEDIAN3)	random	1048576	55483917
QuicksortVariant1(pivot: MEDIAN3)	random	2097152	115275333
QuicksortVariant1(pivot: MEDIAN3)	random	4194304	239762917
QuicksortVariant1(pivot: MEDIAN3)	random	8388608	492983458
QuicksortVariant1(pivot: MEDIAN3)	random	16777216	1038117375
QuicksortVariant1(pivot: MEDIAN3)	random	33554432	2157767375
QuicksortVariant1(pivot: MEDIAN3)	random	67108864	4798684667
QuicksortVariant1(pivot: MEDIAN3)	random	134217728	10113263125
QuicksortVariant1(pivot: MEDIAN3)	random	268435456	20359039458
QuicksortVariant1(pivot: MEDIAN3)	ascending	1024	8750
QuicksortVariant1(pivot: MEDIAN3)	ascending	2048	13375
QuicksortVariant1(pivot: MEDIAN3)	ascending	4096	25250
QuicksortVariant1(pivot: MEDIAN3)	ascending	8192	50542
QuicksortVariant1(pivot: MEDIAN3)	ascending	16384	99459
QuicksortVariant1(pivot: MEDIAN3)	ascending	32768	212166
QuicksortVariant1(pivot: MEDIAN3)	ascending	65536	431250
QuicksortVariant1(pivot: MEDIAN3)	ascending	131072	992667
QuicksortVariant1(pivot: MEDIAN3)	ascending	262144	1872416
QuicksortVariant1(pivot: MEDIAN3)	ascending	524288	3943500
QuicksortVariant1(pivot: MEDIAN3)	ascending	1048576	8022833
QuicksortVariant1(pivot: MEDIAN3)	ascending	2097152	16931250
QuicksortVariant1(pivot: MEDIAN3)	ascending	4194304	34421125
QuicksortVariant1(pivot: MEDIAN3)	ascending	8388608	73187292
QuicksortVariant1(pivot: MEDIAN3)	ascending	16777216	145929042
QuicksortVariant1(pivot: MEDIAN3)	ascending	33554432	326750000
QuicksortVariant1(pivot: MEDIAN3)	ascending	67108864	666406584
QuicksortVariant1(pivot: MEDIAN3)	ascending	134217728	1380298500
QuicksortVariant1(pivot: MEDIAN3)	ascending	268435456	2611412542
QuicksortVariant1(pivot: MEDIAN3)	descending	1024	10000
QuicksortVariant1(pivot: MEDIAN3)	descending	2048	19250
QuicksortVariant1(pivot: MEDIAN3)	descending	4096	34084
QuicksortVariant1(pivot: MEDIAN3)	descending	8192	62625
QuicksortVariant1(pivot: MEDIAN3)	descending	16384	122958
QuicksortVariant1(pivot: MEDIAN3)	descending	32768	243958
QuicksortVariant1(pivot: MEDIAN3)	descending	65536	455041
QuicksortVariant1(pivot: MEDIAN3)	descending	131072	997125
QuicksortVariant1(pivot: MEDIAN3)	descending	262144	1946375
QuicksortVariant1(pivot: MEDIAN3)	descending	524288	4015625
QuicksortVariant1(pivot: MEDIAN3)	descending	1048576	8680917
QuicksortVariant1(pivot: MEDIAN3)	descending	2097152	17423667
QuicksortVariant1(pivot: MEDIAN3)	descending	4194304	36293250
QuicksortVariant1(pivot: MEDIAN3)	descending	8388608	76840500
QuicksortVariant1(pivot: MEDIAN3)	descending	16777216	164244666
QuicksortVariant1(pivot: MEDIAN3)	descending	33554432	316870084
QuicksortVariant1(pivot: MEDIAN3)	descending	67108864	659503834
QuicksortVariant1(pivot: MEDIAN3)	descending	134217728	1382060667
QuicksortVariant1(pivot: MEDIAN3)	descending	268435456	2866239834
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	1024	28042
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	2048	55709
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	4096	117417
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	8192	246708
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	16384	523292
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	32768	1067916
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	65536	2357458
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	131072	4895708
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	262144	10549083
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	524288	21139459
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	1048576	47579500
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	2097152	93249000
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	4194304	194239042
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	8388608	411524292
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	16777216	823715000
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	33554432	1790103041
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	67108864	3714927458
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	134217728	7739816333
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	268435456	16589572916
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	1024	7584
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	2048	19375
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	4096	16750
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	8192	33500
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	16384	63792
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	32768	122000
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	65536	228834
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	131072	529500
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	262144	1123125
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	524288	2548958
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	1048576	4857084
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	2097152	10558750
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	4194304	21175917
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	8388608	44811500
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	16777216	94005708
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	33554432	194649458
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	67108864	397720375
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	134217728	864128333
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	268435456	1788203000
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	1024	5959
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	2048	9541
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	4096	23250
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	8192	34750
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	16384	100084
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	32768	139625
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	65536	271208
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	131072	604667
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	262144	1200667
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	524288	2747417
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	1048576	5541333
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	2097152	12460292
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	4194304	23891292
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	8388608	55145542
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	16777216	113184167
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	33554432	225570375
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	67108864	462365333
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	134217728	985009041
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	268435456	1913263417
DualPivotQuicksort(pivot: THIRDS)	random	1024	33417
DualPivotQuicksort(pivot: THIRDS)	random	2048	68292
DualPivotQuicksort(pivot: THIRDS)	random	4096	144833
DualPivotQuicksort(pivot: THIRDS)	random	8192	276708
DualPivotQuicksort(pivot: THIRDS)	random	16384	569542
DualPivotQuicksort(pivot: THIRDS)	random	32768	1209333
DualPivotQuicksort(pivot: THIRDS)	random	65536	2554542
DualPivotQuicksort(pivot: THIRDS)	random	131072	5181333
DualPivotQuicksort(pivot: THIRDS)	random	262144	11413250
DualPivotQuicksort(pivot: THIRDS)	random	524288	23685834
DualPivotQuicksort(pivot: THIRDS)	random	1048576	49949083
DualPivotQuicksort(pivot: THIRDS)	random	2097152	102500708
DualPivotQuicksort(pivot: THIRDS)	random	4194304	215368291
DualPivotQuicksort(pivot: THIRDS)	random	8388608	449664667
DualPivotQuicksort(pivot: THIRDS)	random	16777216	945936000
DualPivotQuicksort(pivot: THIRDS)	random	33554432	1991274333
DualPivotQuicksort(pivot: THIRDS)	random	67108864	4013551667
DualPivotQuicksort(pivot: THIRDS)	random	134217728	8526027792
DualPivotQuicksort(pivot: THIRDS)	random	268435456	17578209041
DualPivotQuicksort(pivot: THIRDS)	ascending	1024	11375
DualPivotQuicksort(pivot: THIRDS)	ascending	2048	28000
DualPivotQuicksort(pivot: THIRDS)	ascending	4096	22375
DualPivotQuicksort(pivot: THIRDS)	ascending	8192	59333
DualPivotQuicksort(pivot: THIRDS)	ascending	16384	107792
DualPivotQuicksort(pivot: THIRDS)	ascending	32768	180166
DualPivotQuicksort(pivot: THIRDS)	ascending	65536	418208
DualPivotQuicksort(pivot: THIRDS)	ascending	131072	770750
DualPivotQuicksort(pivot: THIRDS)	ascending	262144	1611084
DualPivotQuicksort(pivot: THIRDS)	ascending	524288	4154792
DualPivotQuicksort(pivot: THIRDS)	ascending	1048576	7702041
DualPivotQuicksort(pivot: THIRDS)	ascending	2097152	16586834
DualPivotQuicksort(pivot: THIRDS)	ascending	4194304	35748750
DualPivotQuicksort(pivot: THIRDS)	ascending	8388608	70335000
DualPivotQuicksort(pivot: THIRDS)	ascending	16777216	150815292
DualPivotQuicksort(pivot: THIRDS)	ascending	33554432	310623625
DualPivotQuicksort(pivot: THIRDS)	ascending	67108864	698357584
DualPivotQuicksort(pivot: THIRDS)	ascending	134217728	1395691583
DualPivotQuicksort(pivot: THIRDS)	ascending	268435456	2778807667
DualPivotQuicksort(pivot: THIRDS)	descending	1024	12083
DualPivotQuicksort(pivot: THIRDS)	descending	2048	19125
DualPivotQuicksort(pivot: THIRDS)	descending	4096	25917
DualPivotQuicksort(pivot: THIRDS)	descending	8192	56917
DualPivotQuicksort(pivot: THIRDS)	descending	16384	97833
DualPivotQuicksort(pivot: THIRDS)	descending	32768	182458
DualPivotQuicksort(pivot: THIRDS)	descending	65536	560000
DualPivotQuicksort(pivot: THIRDS)	descending	131072	787708
DualPivotQuicksort(pivot: THIRDS)	descending	262144	1824125
DualPivotQuicksort(pivot: THIRDS)	descending	524288	4209291
DualPivotQuicksort(pivot: THIRDS)	descending	1048576	7971291
DualPivotQuicksort(pivot: THIRDS)	descending	2097152	16673917
DualPivotQuicksort(pivot: THIRDS)	descending	4194304	36360459
DualPivotQuicksort(pivot: THIRDS)	descending	8388608	73044958
DualPivotQuicksort(pivot: THIRDS)	descending	16777216	156793709
DualPivotQuicksort(pivot: THIRDS)	descending	33554432	310807583
DualPivotQuicksort(pivot: THIRDS)	descending	67108864	713664583
DualPivotQuicksort(pivot: THIRDS)	descending	134217728	1379647500
DualPivotQuicksort(pivot: THIRDS)	descending	268435456	2820380375
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	1024	30375
